Gene stable ID,Gene name,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Gene type
ENSG00000297378,,48736738,48738194,X,lncRNA
ENSG00000297362,,48742164,48744628,X,lncRNA
ENSG00000293263,,48775644,48776143,X,lncRNA
ENSG00000299133,,48835668,48854130,X,lncRNA
ENSG00000303123,,48919185,48922681,X,lncRNA
ENSG00000302089,,49043819,49044332,X,lncRNA
ENSG00000294702,,49077637,49078852,X,lncRNA
ENSG00000307899,,49155990,49156315,X,lncRNA
ENSG00000185638,FTH1P14,34147036,34147586,X,transcribed_processed_pseudogene
ENSG00000295695,,34147011,34148351,X,lncRNA
ENSG00000197582,GPX1P1,13378735,13379340,X,transcribed_processed_pseudogene
ENSG00000294850,,13377590,13379156,X,lncRNA
ENSG00000224556,,52422069,52459066,X,transcribed_unprocessed_pseudogene
ENSG00000299603,,52458894,52462734,X,lncRNA
ENSG00000226199,,27832175,27833204,X,transcribed_processed_pseudogene
ENSG00000304658,,27830161,27833628,X,lncRNA
ENSG00000214745,GOT2P6,55961208,55962482,X,transcribed_processed_pseudogene
ENSG00000227486,,55908037,56209271,X,lncRNA
ENSG00000215105,TTC3P1,75740831,75746911,X,transcribed_processed_pseudogene
ENSG00000294822,,75739298,75747100,X,lncRNA
ENSG00000229594,,55633031,55635656,X,transcribed_unprocessed_pseudogene
ENSG00000302661,,55607941,55636272,X,lncRNA
ENSG00000224523,,81408938,81427276,X,transcribed_unprocessed_pseudogene
ENSG00000296721,,81361983,81425503,X,lncRNA
ENSG00000237748,UQCRBP1,56737242,56737577,X,transcribed_processed_pseudogene
ENSG00000295420,,56737122,56738788,X,lncRNA
ENSG00000277883,NLRP3P1,107974078,107985008,X,transcribed_unprocessed_pseudogene
ENSG00000310118,,107935410,107986039,X,lncRNA
ENSG00000235730,OR2AF1P,131619013,131619951,X,transcribed_unprocessed_pseudogene
ENSG00000286060,,131578670,131620606,X,lncRNA
ENSG00000227881,ASS1P5,115664895,115666133,X,transcribed_processed_pseudogene
ENSG00000295594,,115665421,115684257,X,lncRNA
ENSG00000241418,MCRIP2P1,131795657,131796167,X,transcribed_processed_pseudogene
ENSG00000213468,FIRRE,131688779,131830928,X,lncRNA
ENSG00000225660,,146955075,146955209,X,transcribed_processed_pseudogene
ENSG00000289591,,146854315,146984307,X,lncRNA
ENSG00000235636,NUS1P1,47512602,47513483,X,transcribed_processed_pseudogene
ENSG00000213706,RHOG2P,71352418,71352988,X,transcribed_processed_pseudogene
ENSG00000302492,,71350181,71361695,X,lncRNA
ENSG00000295135,,156021996,156029114,X,lncRNA
ENSG00000277008,TEX28P2,154159357,154176349,X,transcribed_unprocessed_pseudogene
ENSG00000295383,,154159207,154180148,X,lncRNA
ENSG00000227058,,52545151,52547695,X,transcribed_unprocessed_pseudogene
ENSG00000228771,,52583989,52586312,X,transcribed_unprocessed_pseudogene
ENSG00000301181,,52543858,52589051,X,lncRNA
ENSG00000229885,,52801400,52801529,X,transcribed_processed_pseudogene
ENSG00000299008,,52799354,52801504,X,lncRNA
ENSG00000196395,,52824269,52829267,X,transcribed_unprocessed_pseudogene
ENSG00000308600,,52823793,52827232,X,lncRNA
ENSG00000235350,,48433201,48441619,X,transcribed_unprocessed_pseudogene
ENSG00000296579,,48433449,48442980,X,lncRNA
ENSG00000227536,SOCS5P4,71043214,71045470,X,transcribed_processed_pseudogene
ENSG00000297775,,71044860,71053360,X,lncRNA
ENSG00000225125,RANP4,136807223,136807877,X,transcribed_processed_pseudogene
ENSG00000180284,CNEP1R1P1,103651735,103652106,X,transcribed_processed_pseudogene
ENSG00000297314,,103650394,103674777,X,lncRNA
ENSG00000232813,S100A11P6,48274904,48275047,X,transcribed_processed_pseudogene
ENSG00000308268,,48274490,48279021,X,lncRNA
ENSG00000241207,SSX18P,48276704,48277578,X,transcribed_unprocessed_pseudogene
ENSG00000223819,PPIAP89,100800303,100800784,X,transcribed_processed_pseudogene
ENSG00000275320,,100815865,100817174,X,transcribed_processed_pseudogene
ENSG00000299744,,100791540,100820284,X,lncRNA
ENSG00000275882,IKBKGP1,154639978,154648275,X,transcribed_unprocessed_pseudogene
ENSG00000306316,,154639391,154648131,X,lncRNA
ENSG00000226141,,154654546,154655325,X,transcribed_unprocessed_pseudogene
ENSG00000306286,,154619409,154655372,X,lncRNA
ENSG00000280116,,49155242,49157351,X,transcribed_unprocessed_pseudogene
ENSG00000289245,,49127482,49156324,X,lncRNA
ENSG00000233984,RPSAP14,74031462,74031820,X,transcribed_processed_pseudogene
ENSG00000234969,AARSD1P1,74069276,74070832,X,transcribed_processed_pseudogene
ENSG00000225470,JPX,73943934,74070423,X,lncRNA
ENSG00000223753,,101683780,101684449,X,transcribed_processed_pseudogene
ENSG00000302652,,101658729,101735096,X,lncRNA
ENSG00000231725,VN1R110P,48636165,48637135,X,transcribed_processed_pseudogene
ENSG00000297322,,48617850,48663568,X,lncRNA
ENSG00000243048,FTHL18P,37043023,37043571,X,transcribed_unprocessed_pseudogene
ENSG00000300194,FTHL18P,37042871,37043792,X,lncRNA
ENSG00000214992,AKAP17BP,119249346,119257667,X,transcribed_unprocessed_pseudogene
ENSG00000298573,,119250776,119273776,X,lncRNA
ENSG00000230376,MEMO1P4,123765301,123765686,X,transcribed_processed_pseudogene
ENSG00000306843,,123765228,123777658,X,lncRNA
ENSG00000282850,RHOXF1P2,119999454,120000088,X,transcribed_unprocessed_pseudogene
ENSG00000291200,,119978713,120025138,X,lncRNA
ENSG00000237757,EEF1A1P30,120210461,120212680,X,transcribed_processed_pseudogene
ENSG00000307893,,120211533,120228600,X,lncRNA
ENSG00000283178,,71869763,71873295,X,transcribed_unprocessed_pseudogene
ENSG00000309173,,71869510,71877172,X,lncRNA
ENSG00000235946,H2BW3P,104062101,104062988,X,transcribed_unprocessed_pseudogene
ENSG00000174028,FAM3C2P,23075758,23076767,X,transcribed_processed_pseudogene
ENSG00000295221,,23075585,23076094,X,lncRNA
ENSG00000238190,HMGB1P15,50931114,50931548,X,transcribed_processed_pseudogene
ENSG00000295312,,50930820,51024288,X,lncRNA
ENSG00000238049,,103347462,103347729,X,transcribed_processed_pseudogene
ENSG00000301123,,103346954,103356998,X,lncRNA
ENSG00000233535,,13955166,13975171,X,lncRNA
ENSG00000241607,FTH1P28,37441523,37442068,X,unprocessed_pseudogene
ENSG00000296003,,37454909,37460970,X,lncRNA
ENSG00000219186,FTH1P19,37492021,37492548,X,transcribed_processed_pseudogene
ENSG00000234355,FTH1P27,37505310,37505860,X,unprocessed_pseudogene
ENSG00000174678,FAM47DP,37541077,37545262,X,processed_pseudogene
ENSG00000147036,LANCL3,37571569,37684463,X,protein_coding
ENSG00000299600,,37572544,37621546,X,lncRNA
ENSG00000299613,,37675252,37686170,X,lncRNA
ENSG00000285944,H2AL1MP,37700005,37700277,X,unprocessed_pseudogene
ENSG00000226310,,57121554,57224805,X,lncRNA
ENSG00000306463,,57640788,57654619,X,lncRNA
ENSG00000234636,MED14OS,40735385,40738897,X,lncRNA
ENSG00000270791,DPRXP6,40758483,40759050,X,processed_pseudogene
ENSG00000214031,CLDN7P1,40760104,40761270,X,processed_pseudogene
ENSG00000300328,,40814052,40845372,X,lncRNA
ENSG00000237661,TNIP2P1,40831844,40832562,X,processed_pseudogene
ENSG00000300293,,40834445,40934085,X,protein_coding
ENSG00000300310,,40851583,40929246,X,lncRNA
ENSG00000302990,,41048201,41052477,X,lncRNA
ENSG00000307885,,41083667,41084664,X,lncRNA
ENSG00000300154,,41084823,41085312,X,lncRNA
ENSG00000310562,,45730995,45732455,X,protein_coding
ENSG00000270069,MIR222HG,45745210,45851873,X,lncRNA
ENSG00000207870,MIR221,45746157,45746266,X,miRNA
ENSG00000207725,MIR222,45747015,45747124,X,miRNA
ENSG00000269902,,45764772,45765299,X,lncRNA
ENSG00000301662,,45773042,45788774,X,lncRNA
ENSG00000301702,,45806887,45807372,X,lncRNA
ENSG00000301642,,45850731,45886098,X,lncRNA
ENSG00000301687,,45851671,45852559,X,lncRNA
ENSG00000212347,,45892912,45892979,X,snoRNA
ENSG00000215286,SRSF6P1,45913118,45913871,X,processed_pseudogene
ENSG00000234613,,45913267,45917040,X,lncRNA
ENSG00000229693,SKP2P1,96620654,96621903,X,processed_pseudogene
ENSG00000147202,DIAPH2,96684712,97604997,X,protein_coding
ENSG00000207426,Y_RNA,96701507,96701619,X,misc_RNA
ENSG00000204086,RPA4,96883908,96885467,X,protein_coding
ENSG00000214628,NDUFB5P2,96953630,96954195,X,processed_pseudogene
ENSG00000277900,Metazoa_SRP,97081674,97081956,X,misc_RNA
ENSG00000265260,RN7SL74P,97341046,97341344,X,misc_RNA
ENSG00000236256,DIAPH2-AS1,97431286,97642589,X,lncRNA
ENSG00000229807,XIST,73820649,73852714,X,lncRNA
ENSG00000290811,NXF4,102546891,102571695,X,lncRNA
ENSG00000271147,,102599512,102714671,X,lncRNA
ENSG00000270050,,102599652,102659913,X,lncRNA
ENSG00000286327,,102659975,102692230,X,lncRNA
ENSG00000301692,,102710764,102712801,X,lncRNA
ENSG00000286237,ARMCX5-GPRASP2,102712495,102753530,X,protein_coding
ENSG00000223546,LINC00630,102720701,102997186,X,lncRNA
ENSG00000102128,RAB40AL,102937272,102938300,X,protein_coding
ENSG00000234050,,102937770,102940561,X,lncRNA
ENSG00000286846,,102945971,102952039,X,lncRNA
ENSG00000224632,NUDT19P2,103007461,103008072,X,processed_pseudogene
ENSG00000289864,,119605717,119607566,X,lncRNA
ENSG00000186416,NKRF,119588337,119606443,X,protein_coding
ENSG00000230668,,140681098,140714009,X,lncRNA
ENSG00000203930,LINC00632,140709562,140793215,X,lncRNA
ENSG00000212747,RTL8B,135020513,135022542,X,protein_coding
ENSG00000134590,RTL8C,135032355,135033546,X,protein_coding
ENSG00000203950,RTL8A,135050932,135052196,X,protein_coding
ENSG00000133136,GNG5B,110346103,110440372,X,protein_coding
ENSG00000231765,PPP1R11P2,57229034,57229415,X,processed_pseudogene
ENSG00000231831,MTHFD1P1,57392646,57395409,X,processed_pseudogene
ENSG00000198455,ZXDB,57592011,57597477,X,protein_coding
ENSG00000215174,NLRP2B,57677067,57680260,X,protein_coding
ENSG00000227427,MDH1P1,57766320,57767292,X,processed_pseudogene
ENSG00000198205,ZXDA,57905430,57910458,X,protein_coding
ENSG00000228004,MYCLP2,57933837,57934803,X,processed_pseudogene
ENSG00000235124,KRT8P17,57984686,57986133,X,processed_pseudogene
ENSG00000165509,MAGEC3,141838316,141897832,X,protein_coding
ENSG00000155495,MAGEC1,141903894,141909374,X,protein_coding
ENSG00000293661,,135248590,135252011,X,protein_coding
ENSG00000283644,ETDC,135271717,135309803,X,protein_coding
ENSG00000293662,,135305788,135306402,X,protein_coding
ENSG00000284994,,135327478,135330746,X,lncRNA
ENSG00000310578,,135330476,135330703,X,transcribed_unitary_pseudogene
ENSG00000290806,,135371672,135397765,X,lncRNA
ENSG00000146950,SHROOM2,9786429,9949443,X,protein_coding
ENSG00000310579,,9786429,9968352,X,protein_coding
ENSG00000295228,,9885503,9891196,X,lncRNA
ENSG00000304844,,9892464,9895541,X,lncRNA
ENSG00000234469,CLDN34,9961424,9968352,X,protein_coding
ENSG00000225076,WWC3-AS1,10024842,10038654,X,lncRNA
ENSG00000307968,,10039536,10045784,X,lncRNA
ENSG00000221716,SNORA11,54814370,54814497,X,snoRNA
ENSG00000308010,,54841560,54888114,X,lncRNA
ENSG00000293307,UBE2DNL,84934095,84934900,X,lncRNA
ENSG00000184788,SATL1,85092284,85243911,X,protein_coding
ENSG00000235461,,85204066,85220021,X,lncRNA
ENSG00000183479,TREX2,153444473,153470587,X,protein_coding
ENSG00000303014,,153475458,153477602,X,lncRNA
ENSG00000293443,,153485856,153487088,X,lncRNA
ENSG00000293160,,153599313,153613937,X,lncRNA
ENSG00000293994,,153623568,153625196,X,lncRNA
ENSG00000297294,,153631966,153644991,X,lncRNA
ENSG00000308807,,153705541,153712451,X,lncRNA
ENSG00000232725,PLXNB3-AS1,153735626,153766488,X,lncRNA
ENSG00000301549,,153841083,153847052,X,lncRNA
ENSG00000273769,L1CAM-AS1,153879166,153888990,X,lncRNA
ENSG00000302519,,153910686,153914409,X,lncRNA
ENSG00000296456,,153925587,153926181,X,lncRNA
ENSG00000302856,,153928599,153929133,X,lncRNA
ENSG00000235802,HCFC1-AS1,153968886,153970087,X,lncRNA
ENSG00000310586,,153776412,153785728,X,lncRNA
ENSG00000310048,,106157209,106159887,X,lncRNA
ENSG00000300518,,106465246,106469746,X,lncRNA
ENSG00000256709,CSGALNACT2P2,106327534,106327824,X,processed_pseudogene
ENSG00000202407,Y_RNA,106426568,106426669,X,misc_RNA
ENSG00000224816,NAP1L4P2,106466542,106467440,X,transcribed_processed_pseudogene
ENSG00000227657,SERPINA7P1,106562774,106563404,X,unprocessed_pseudogene
ENSG00000277673,,106566021,106566161,X,unprocessed_pseudogene
ENSG00000147231,RADX,106611930,106679439,X,protein_coding
ENSG00000263515,MIR548AN,106639814,106639896,X,miRNA
ENSG00000252320,RNU6-320P,136583240,136583345,X,snRNA
ENSG00000233093,LINC00892,136639531,136642546,X,lncRNA
ENSG00000102245,CD40LG,136648158,136660390,X,protein_coding
ENSG00000212510,RNU6-972P,136773999,136774105,X,snRNA
ENSG00000299000,,136806814,136815823,X,lncRNA
ENSG00000202279,Y_RNA,136816477,136816574,X,misc_RNA
ENSG00000206979,SNORD61,136879199,136879271,X,snoRNA
ENSG00000299029,,136906468,136910356,X,lncRNA
ENSG00000291054,,136909250,137069407,X,lncRNA
ENSG00000299057,,137051744,137052517,X,lncRNA
ENSG00000302412,,137271699,137426919,X,lncRNA
ENSG00000302427,,137433080,137463589,X,lncRNA
ENSG00000234062,TM9SF5P,136958883,137021479,X,transcribed_unitary_pseudogene
ENSG00000214748,,137324972,137325049,X,processed_pseudogene
ENSG00000237584,RAC1P4,137441258,137441836,X,processed_pseudogene
ENSG00000229547,,84934540,84934832,X,transcribed_processed_pseudogene
ENSG00000196741,LINC01560,47483571,47484823,X,lncRNA
ENSG00000310113,,47496932,47513294,X,lncRNA
ENSG00000310131,,47513255,47513998,X,lncRNA
ENSG00000289890,,47555936,47561451,X,lncRNA
ENSG00000300720,,106999590,107003001,X,lncRNA
ENSG00000231144,EEF1A1P40,107032248,107032820,X,processed_pseudogene
ENSG00000294789,,104060515,104063120,X,lncRNA
ENSG00000225366,CRIPTO3,110520312,110523021,X,protein_coding
ENSG00000090776,EFNB1,68828992,68842160,X,protein_coding
ENSG00000065923,SLC9A7,46599251,46759193,X,protein_coding
ENSG00000076770,MBNL3,132369320,132489978,X,protein_coding
ENSG00000169083,AR,67543353,67730619,X,protein_coding
ENSG00000171365,CLCN5,49922596,50099235,X,protein_coding
ENSG00000177854,TMEM187,153972754,153983194,X,protein_coding
ENSG00000198759,EGFL6,13569601,13633575,X,protein_coding
ENSG00000130224,LRCH2,115110616,115234096,X,protein_coding
ENSG00000124334,IL9R,155997696,156013017,X,protein_coding
ENSG00000102271,KLHL4,87517409,87670050,X,protein_coding
ENSG00000165169,DYNLT3,37836757,37847571,X,protein_coding
ENSG00000187823,RTL4,112082965,112458566,X,protein_coding
ENSG00000123728,RAP2C,132203024,132219495,X,protein_coding
ENSG00000232593,KANTR,53094142,53170914,X,protein_coding
ENSG00000186462,NAP1L2,73212299,73215239,X,protein_coding
ENSG00000198088,NUP62CL,107123427,107206505,X,protein_coding
ENSG00000133135,RNF128,106693794,106797016,X,protein_coding
ENSG00000171388,APLN,129645259,129654959,X,protein_coding
ENSG00000243279,PRAF2,49071161,49074017,X,protein_coding
ENSG00000157625,TAB3,30827442,30975084,X,protein_coding
ENSG00000124479,NDP,43948772,43973395,X,protein_coding
ENSG00000214827,MTCP1,155064034,155147937,X,protein_coding
ENSG00000018610,STEEP1,119535669,119565409,X,protein_coding
ENSG00000102385,DRP2,101219769,101264502,X,protein_coding
ENSG00000133138,TBC1D8B,106802673,106876150,X,protein_coding
ENSG00000179300,RTL3,78656068,78659532,X,protein_coding
ENSG00000169562,GJB1,71212811,71225519,X,protein_coding
ENSG00000124429,POF1B,85276746,85379755,X,protein_coding
ENSG00000147138,GPR174,79144678,79175318,X,protein_coding
ENSG00000102243,VGLL1,136532154,136556807,X,protein_coding
ENSG00000182518,VCF2,55143102,55161310,X,protein_coding
ENSG00000102032,RENBP,153935269,153944687,X,protein_coding
ENSG00000101856,PGRMC1,119236244,119244468,X,protein_coding
ENSG00000129682,FGF13,138614727,139222777,X,protein_coding
ENSG00000102100,SLC35A2,48903180,48911958,X,protein_coding
ENSG00000147027,TMEM47,34627075,34657285,X,protein_coding
ENSG00000251192,ZNF674,46497725,46545457,X,protein_coding
ENSG00000238269,PAGE2B,55075030,55078909,X,protein_coding
ENSG00000122121,XPNPEP2,129738949,129769547,X,protein_coding
ENSG00000189420,ZFP92,153411434,153426481,X,protein_coding
ENSG00000123572,NRK,105822394,105958611,X,protein_coding
ENSG00000158578,ALAS2,55009055,55030986,X,protein_coding
ENSG00000062096,ARSF,3040235,3112822,X,protein_coding
ENSG00000204382,XAGE1B,52512077,52520803,X,protein_coding
ENSG00000158290,CUL4B,120505920,120604074,X,protein_coding
ENSG00000077713,SLC25A43,119399336,119454478,X,protein_coding
ENSG00000170935,NCBP2L,107774899,107795829,X,protein_coding
ENSG00000147246,HTR2C,114584078,114910061,X,protein_coding
ENSG00000155008,APOOL,85003871,85093315,X,protein_coding
ENSG00000184194,GPR173,53048789,53080615,X,protein_coding
ENSG00000156504,PABIR2,134769566,134797232,X,protein_coding
ENSG00000204272,NBDY,56729219,56819179,X,protein_coding
ENSG00000171657,GPR82,41724181,41730130,X,protein_coding
ENSG00000158352,SHROOM4,50586796,50814302,X,protein_coding
ENSG00000169059,VCX3A,6533618,6535118,X,protein_coding
ENSG00000158571,PFKFB1,54931434,54998534,X,protein_coding
ENSG00000165182,CXorf58,23907807,23939509,X,protein_coding
ENSG00000165376,CLDN2,106900125,106930862,X,protein_coding
ENSG00000078589,P2RY10,78945332,78963727,X,protein_coding
ENSG00000181191,PJA1,69160721,69165521,X,protein_coding
ENSG00000165186,PTCHD1,23334318,23404374,X,protein_coding
ENSG00000102048,ASB9,15235288,15270467,X,protein_coding
ENSG00000147113,DIPK2B,45148373,45200963,X,protein_coding
ENSG00000049768,FOXP3,49250436,49264800,X,protein_coding
ENSG00000015285,WAS,48676593,48691431,X,protein_coding
ENSG00000123561,SERPINA7,106032425,106038778,X,protein_coding
ENSG00000086717,PPEF1,18675909,18827921,X,protein_coding
ENSG00000036473,OTC,38327598,38424632,X,protein_coding
ENSG00000165194,PCDH19,100291644,100410296,X,protein_coding
ENSG00000269313,MAGIX,49162564,49168774,X,protein_coding
ENSG00000131264,CDX4,73447053,73455171,X,protein_coding
ENSG00000072133,RPS6KA6,84058346,84206356,X,protein_coding
ENSG00000204065,TCEAL5,103273689,103276750,X,protein_coding
ENSG00000268606,MAGEA2,152749857,152754145,X,protein_coding
ENSG00000147381,MAGEA4,151912495,151925173,X,protein_coding
ENSG00000181704,YIPF6,68498562,68537282,X,protein_coding
ENSG00000173275,ZNF449,135344199,135363413,X,protein_coding
ENSG00000068323,TFE3,49028726,49043476,X,protein_coding
ENSG00000198910,L1CAM,153861511,153886204,X,protein_coding
ENSG00000131174,COX7B,77895727,77907376,X,protein_coding
ENSG00000188419,CHM,85861180,86047561,X,protein_coding
ENSG00000102309,PIN4,72181353,72302926,X,protein_coding
ENSG00000269226,TMSB15C,104063871,104076236,X,protein_coding
ENSG00000086758,HUWE1,53532096,53686752,X,protein_coding
ENSG00000130055,GDPD2,70423031,70433710,X,protein_coding
ENSG00000130032,PRRG3,151694607,151705924,X,protein_coding
ENSG00000173674,EIF1AX,20124525,20141982,X,protein_coding
ENSG00000165175,MID1IP1,38801417,38806537,X,protein_coding
ENSG00000146938,NLGN4X,5840637,6228867,X,protein_coding
ENSG00000147164,SNX12,71056332,71073426,X,protein_coding
ENSG00000213401,MAGEA12,152733757,152737679,X,protein_coding
ENSG00000102053,ZC3H12B,65034788,65507887,X,protein_coding
ENSG00000147123,NDUFB11,47142071,47145466,X,protein_coding
ENSG00000147174,GCNA,71578437,71613584,X,protein_coding
ENSG00000029993,HMGB3,150980509,150990775,X,protein_coding
ENSG00000180182,MED14,40648305,40735877,X,protein_coding
ENSG00000047634,SCML1,17737115,17754988,X,protein_coding
ENSG00000181544,FANCB,14690388,14873255,X,protein_coding
ENSG00000203952,CCDC160,134237047,134246842,X,protein_coding
ENSG00000180964,TCEAL8,103252863,103255204,X,protein_coding
ENSG00000147400,CETN2,152826994,152830782,X,protein_coding
ENSG00000077721,UBE2A,119474802,119591083,X,protein_coding
ENSG00000169188,APEX2,55000331,55009057,X,protein_coding
ENSG00000196632,WNK3,54192823,54358642,X,protein_coding
ENSG00000186471,AKAP14,119895837,119920720,X,protein_coding
ENSG00000147145,LPAR4,78747680,78758724,X,protein_coding
ENSG00000134597,RBMX2,130401922,130413656,X,protein_coding
ENSG00000156925,ZIC3,137563314,137577691,X,protein_coding
ENSG00000126768,TIMM17B,48893447,48898143,X,protein_coding
ENSG00000102390,PBDC1,76173034,76178755,X,protein_coding
ENSG00000165349,SLC7A3,70925575,70931149,X,protein_coding
ENSG00000183305,MAGEA2B,152714580,152718612,X,protein_coding
ENSG00000268916,CSAG3,152753921,152760222,X,protein_coding
ENSG00000080561,MID2,107825755,107931637,X,protein_coding
ENSG00000011201,ANOS1,8528874,8732195,X,protein_coding
ENSG00000156709,AIFM1,130124666,130165879,X,protein_coding
ENSG00000182508,LHFPL1,112625372,112680180,X,protein_coding
ENSG00000198908,GPRASP3,102720688,102753540,X,protein_coding
ENSG00000126903,SLC10A3,154487306,154490690,X,protein_coding
ENSG00000269586,CT45A10,135879471,135893444,X,protein_coding
ENSG00000169446,MMGT1,135960588,135974029,X,protein_coding
ENSG00000197172,MAGEA6,152766136,152769716,X,protein_coding
ENSG00000274588,DGKK,50365405,50470850,X,protein_coding
ENSG00000158164,TMSB15A,102513674,102516795,X,protein_coding
ENSG00000090889,KIF4A,70290067,70420886,X,protein_coding
ENSG00000177485,ZBTB33,120250752,120259741,X,protein_coding
ENSG00000147257,GPC3,133535745,133987100,X,protein_coding
ENSG00000147162,OGT,71533083,71575892,X,protein_coding
ENSG00000147119,CHST7,46573391,46598496,X,protein_coding
ENSG00000156500,PABIR3,134796389,134854835,X,protein_coding
ENSG00000166707,ZCCHC18,104112060,104115847,X,protein_coding
ENSG00000102098,SCML2,18239307,18355149,X,protein_coding
ENSG00000134602,STK26,132023226,132075948,X,protein_coding
ENSG00000174016,TENT5D,80335504,80445311,X,protein_coding
ENSG00000101901,ALG13,111665811,111760649,X,protein_coding
ENSG00000125356,NDUFA1,119871796,119876689,X,protein_coding
ENSG00000185222,TCEAL9,103356461,103358472,X,protein_coding
ENSG00000101850,GPR143,9724039,9786297,X,protein_coding
ENSG00000214107,MAGEB1,30243715,30252041,X,protein_coding
ENSG00000168939,SPRY3,155612298,155782459,X,protein_coding
ENSG00000056277,ZNF280C,130202707,130268899,X,protein_coding
ENSG00000067992,PDK3,24465244,24550466,X,protein_coding
ENSG00000102030,NAA10,153929225,153935080,X,protein_coding
ENSG00000172943,PHF8,53936676,54048958,X,protein_coding
ENSG00000198930,CSAG1,152727484,152733736,X,protein_coding
ENSG00000147059,SPIN2A,57134530,57137679,X,protein_coding
ENSG00000123131,PRDX4,23664262,23686399,X,protein_coding
ENSG00000205542,TMSB4X,12975107,12977227,X,protein_coding
ENSG00000006757,PNPLA4,7898247,7927739,X,protein_coding
ENSG00000236362,GAGE12F,49551278,49568218,X,protein_coding
ENSG00000125676,THOC2,123600561,123733056,X,protein_coding
ENSG00000160131,VMA21,151396515,151409364,X,protein_coding
ENSG00000274274,GAGE13,49331582,49338949,X,protein_coding
ENSG00000011677,GABRA3,152166234,152451425,X,protein_coding
ENSG00000077274,CAPN6,111245099,111270483,X,protein_coding
ENSG00000179363,TMEM31,103710909,103714036,X,protein_coding
ENSG00000067840,PDZD4,153802166,153830930,X,protein_coding
ENSG00000241343,RPL36A,101390824,101396155,X,protein_coding
ENSG00000102119,EMD,154379244,154381574,X,protein_coding
ENSG00000102384,CENPI,101098167,101166126,X,protein_coding
ENSG00000221867,MAGEA3,152698767,152702347,X,protein_coding
ENSG00000102302,FGD1,54445454,54496234,X,protein_coding
ENSG00000012174,MBTPS2,21839610,21885423,X,protein_coding
ENSG00000237671,GAGE12C,49532177,49539539,X,protein_coding
ENSG00000130150,MOSPD2,14873421,14922327,X,protein_coding
ENSG00000214717,ZBED1,2486414,2502862,X,protein_coding
ENSG00000102007,PLP2,49171787,49175235,X,protein_coding
ENSG00000126012,KDM5C,53176277,53225422,X,protein_coding
ENSG00000102057,KCND1,48960982,48971866,X,protein_coding
ENSG00000166681,BEX3,103376299,103378301,X,protein_coding
ENSG00000126756,UXT,47651792,47659187,X,protein_coding
ENSG00000179083,FAM133A,93673181,93712274,X,protein_coding
ENSG00000167393,PPP2R3B,333933,386955,X,protein_coding
ENSG00000147130,ZMYM3,71239617,71255269,X,protein_coding
ENSG00000183337,BCOR,40049815,40177329,X,protein_coding
ENSG00000184634,MED12,71118543,71144103,X,protein_coding
ENSG00000232119,MCTS1,120594010,120621159,X,protein_coding
ENSG00000188937,NYX,41445383,41475710,X,protein_coding
ENSG00000213397,HAUS7,153447655,153495516,X,protein_coding
ENSG00000189064,GAGE2A,49589496,49596827,X,protein_coding
ENSG00000130829,DUSP9,153642401,153651326,X,protein_coding
ENSG00000174460,ZCCHC12,118823824,118826968,X,protein_coding
ENSG00000147378,FATE1,151714192,151723194,X,protein_coding
ENSG00000126953,TIMM8A,101345652,101349001,X,protein_coding
ENSG00000125931,CITED1,72301638,72309652,X,protein_coding
ENSG00000005022,SLC25A5,119468395,119471396,X,protein_coding
ENSG00000091482,SMPX,21705978,21758176,X,protein_coding
ENSG00000068354,TBC1D25,48539684,48562609,X,protein_coding
ENSG00000063601,MTMR1,150692971,150765165,X,protein_coding
ENSG00000196459,TRAPPC2,13712244,13734635,X,protein_coding
ENSG00000004961,HCCS,11111299,11123086,X,protein_coding
ENSG00000086712,TXLNG,16786432,16844519,X,protein_coding
ENSG00000186376,ZNF75D,135248590,135344113,X,protein_coding
ENSG00000147121,KRBOX4,46447255,46497422,X,protein_coding
ENSG00000169891,REPS2,16946658,17153272,X,protein_coding
ENSG00000124333,VAMP7,155881227,155943769,X,protein_coding
ENSG00000102362,SYTL4,100671783,100732151,X,protein_coding
ENSG00000049769,PPP1R3F,49269793,49301461,X,protein_coding
ENSG00000172476,RAB40A,103496541,103526752,X,protein_coding
ENSG00000165775,FUNDC2,155025980,155060304,X,protein_coding
ENSG00000198932,GPRASP1,102650345,102659083,X,protein_coding
ENSG00000102010,BMX,15464246,15556529,X,protein_coding
ENSG00000126945,HNRNPH2,101408114,101414137,X,protein_coding
ENSG00000102081,FMR1,147911858,147951125,X,protein_coding
ENSG00000131269,ABCB7,75051048,75156732,X,protein_coding
ENSG00000147394,ZNF185,152896695,152973511,X,protein_coding
ENSG00000147065,MSN,65588377,65741936,X,protein_coding
ENSG00000131089,ARHGEF9,63634967,63809274,X,protein_coding
ENSG00000198753,PLXNB3,153764186,153779346,X,protein_coding
ENSG00000089289,IGBP1,70133345,70166324,X,protein_coding
ENSG00000179222,MAGED1,51803007,51902357,X,protein_coding
ENSG00000188917,TRMT2B,101009346,101052135,X,protein_coding
ENSG00000160219,GAB3,154675249,154751583,X,protein_coding
ENSG00000067842,ATP2B3,153517637,153582939,X,protein_coding
ENSG00000184216,IRAK1,154010504,154019927,X,protein_coding
ENSG00000131080,EDA2R,66594384,66639298,X,protein_coding
ENSG00000269743,SLC25A53,104099214,104157009,X,protein_coding
